0,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,12,16,16,16,16,16,16,16,1
17,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,17,26,26,32,26,26,26,26,17
17,26,26,26,26,26,26,26,26,26,5,6,26,26,26,26,26,26,26,0,16,6,26,26,26,5,16,1,26,26,26,26,26,8,26,26,26,26,26,26,26,7,26,26,26,26,26,26,26,17
17,26,26,26,26,8,26,26,26,26,26,26,26,26,26,26,26,26,26,17,34,34,34,34,34,34,34,14,16,16,6,26,26,3,16,12,16,6,26,26,26,26,26,26,26,5,16,1,26,17
14,16,1,26,26,17,26,26,26,26,0,6,26,5,1,26,26,26,26,7,34,34,34,34,34,34,34,7,26,26,26,26,26,26,26,17,26,26,26,26,26,26,26,26,26,34,34,17,26,17
17,26,17,26,26,17,26,26,26,26,17,26,26,26,17,26,26,26,26,26,34,34,34,28,34,34,34,26,26,26,26,26,26,26,26,17,26,26,26,26,26,8,26,26,26,34,34,7,26,17
17,26,17,26,26,3,16,16,16,16,15,26,26,26,17,26,26,26,26,26,34,34,34,34,34,34,34,26,26,26,26,26,26,26,26,17,26,0,1,26,26,17,26,26,26,26,31,26,26,17
17,26,7,26,26,26,26,26,26,26,17,26,26,26,17,26,26,26,26,8,34,34,34,34,34,34,34,0,16,16,16,16,1,26,26,17,26,3,2,26,26,17,26,26,26,26,26,26,26,17
17,26,26,26,26,26,26,26,26,26,17,26,26,26,3,16,16,16,12,13,16,16,16,16,16,16,16,2,26,26,34,26,17,26,26,17,26,26,26,26,26,17,26,26,26,26,26,26,26,17
17,26,26,26,26,26,26,8,26,26,17,26,8,26,26,26,26,26,17,26,26,26,26,26,26,26,26,26,26,26,34,26,17,26,26,17,26,26,26,26,26,17,26,26,26,26,26,26,26,17
14,16,16,12,6,26,26,17,26,26,3,16,2,26,26,26,26,26,17,26,26,26,26,26,26,26,26,26,26,26,26,26,17,26,26,3,16,16,16,12,16,13,16,6,26,26,26,26,26,17
17,26,32,17,26,26,26,17,26,26,26,26,26,26,26,26,26,26,17,26,26,26,26,26,26,26,26,0,16,10,26,26,17,26,26,26,26,26,34,17,26,26,26,26,26,26,26,26,26,17
17,26,26,17,26,26,26,17,26,26,26,26,26,26,34,34,26,26,14,16,6,26,26,26,26,26,26,17,32,26,26,26,17,26,26,26,26,26,26,17,26,26,26,26,26,26,26,26,26,17
