0,16,16,16,16,16,16,12,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,20,21,12,12,16,16,16,16,23,24,16,16,16,16,16,12,16,16,16,16,12,16,16,16,16,16,1
17,34,34,34,34,34,34,17,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,17,32,26,26,26,26,26,26,26,26,26,26,26,7,26,26,26,26,17,26,26,26,34,34,17
17,34,34,34,34,34,34,17,26,26,0,16,16,16,16,6,26,26,8,26,26,26,26,26,26,17,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,17,26,26,26,34,34,17
17,34,34,34,34,34,34,17,26,26,17,26,26,26,26,26,26,26,17,26,26,26,26,26,26,7,26,26,26,26,26,26,26,26,26,8,26,26,8,26,26,26,26,17,26,26,5,16,16,15
17,34,34,34,28,34,34,7,26,26,17,26,26,26,26,26,26,26,17,26,26,26,26,26,26,26,26,26,26,26,26,26,26,34,34,17,26,26,17,26,26,26,26,17,26,26,26,26,26,17
17,34,34,34,34,34,34,34,26,26,17,26,26,16,16,16,16,16,13,16,16,16,16,16,6,26,5,16,16,16,16,16,1,34,34,17,26,26,17,26,5,16,16,2,26,26,26,26,26,17
17,34,34,34,34,34,34,34,26,26,17,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,3,16,16,2,26,26,17,26,26,26,26,26,26,26,5,16,16,15
14,16,16,16,16,16,16,1,26,26,17,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,17,26,5,16,16,1,26,26,26,26,26,17
17,26,26,26,26,26,26,17,26,26,17,26,26,0,16,16,16,16,16,16,16,16,16,1,26,26,26,26,26,26,26,26,26,26,26,26,26,26,17,26,26,26,26,17,26,26,26,26,26,17
17,26,26,26,26,26,26,7,26,26,17,26,26,17,34,34,26,26,26,26,26,26,26,7,26,5,16,1,26,0,16,16,16,16,16,16,16,16,2,26,26,26,26,17,26,26,5,16,16,15
17,26,26,26,26,26,26,26,26,26,7,26,26,17,34,34,26,5,16,16,1,26,26,26,26,26,26,17,26,17,26,26,26,26,26,26,26,26,26,26,26,26,26,17,26,26,26,26,26,17
17,26,0,16,16,1,26,26,26,26,26,26,26,17,26,26,26,26,26,26,17,26,26,8,26,26,26,17,26,17,26,26,26,26,26,26,26,26,26,26,26,26,0,13,16,16,16,6,26,17
17,26,17,26,26,3,16,16,16,16,1,26,26,3,16,16,16,16,16,16,2,26,26,17,26,26,26,17,26,17,26,26,17,26,17,26,17,26,17,26,26,26,17,26,26,26,26,26,26,17
17,26,17,26,26,26,26,26,26,26,17,26,26,26,26,26,26,26,26,26,26,26,26,17,26,26,26,17,26,17,26,26,17,26,17,26,17,34,17,26,26,26,17,26,5,16,16,16,16,15
17,26,7,26,26,26,26,26,26,26,17,26,0,16,16,16,16,16,16,16,16,16,16,13,1,26,26,17,26,17,26,26,17,26,17,34,17,26,17,26,26,26,17,26,26,26,26,26,26,17
17,26,26,26,0,16,16,16,1,26,17,26,17,26,26,26,26,26,26,26,26,26,26,26,17,26,26,17,26,17,26,26,17,34,17,26,17,26,17,26,26,26,3,16,12,16,16,16,26,17
17,26,17,26,17,26,34,34,17,26,17,26,17,26,26,26,26,26,26,26,26,26,26,26,17,26,26,17,26,17,26,26,26,26,26,26,26,26,26,26,26,26,26,26,17,26,26,26,26,17
17,26,17,26,17,26,34,34,17,26,17,26,17,26,26,26,26,26,26,26,26,26,26,26,3,16,16,2,26,17,26,0,16,16,16,16,16,16,16,16,16,16,6,26,17,26,5,16,16,15
17,26,17,26,17,26,26,26,17,26,17,26,17,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,17,26,17,26,26,26,26,26,26,26,26,26,26,26,26,17,26,26,26,26,17
14,16,2,26,17,26,26,26,26,26,26,26,17,26,26,0,34,5,16,16,16,1,26,26,26,26,26,26,26,17,26,17,26,26,26,26,26,0,16,16,16,16,16,16,2,26,5,1,26,17
17,26,26,26,17,26,26,0,16,16,1,26,17,26,26,17,26,26,26,26,26,17,26,26,26,26,26,26,26,17,26,17,26,26,26,26,26,7,26,26,26,26,26,26,26,26,26,17,26,17
17,26,26,26,17,26,26,17,32,26,17,26,17,26,26,17,26,26,26,26,26,17,26,26,26,26,26,26,26,17,26,17,26,26,26,26,26,26,26,0,16,16,16,16,16,16,16,2,26,17
17,26,0,16,2,26,26,17,26,26,17,26,17,26,26,17,26,26,26,26,26,17,26,26,26,26,26,26,26,17,26,7,26,26,26,26,26,8,26,17,26,26,26,26,26,26,26,26,26,17
17,26,17,26,26,26,26,17,26,26,17,26,17,26,26,17,32,26,0,34,16,2,26,26,26,26,26,26,26,17,26,26,26,26,26,26,26,17,26,17,26,26,26,26,26,26,26,26,31,17
